ID;Premise_Name;Premise_Address1;Premise_Address2;Premise_City;Premise_State;Premise_Zip;Premise_Phone;Hours_Of_Operation;Opening_Date;Closing_Date;Seats;Water;Sewage;Insp_Freq;Est_Group_Desc;Risk;Smoking_Allowed;Type_Description;Rpt_Area_Desc;Status;Transitional_Type_Desc;geolocation
85263;LI MING'S GLOBAL MART (MEAT MARKET);3400 WESTGATE DRIVE SUITE 14A;;DURHAM;NC;27707;(919) 401-5850;;2011-02-07;;;5 - Municipal/Community;3 - Municipal/Community;3;Meat and Poultry Department;3;NO;30 - Meat Market;Food Service;ACTIVE;FOOD;35.9658692, -78.9633656
85521;DOMINO'S PIZZA;3205 UNIVERSITY DRIVE;;DURHAM;NC;27707;(919) 493-8484;;2011-03-09;;0;5 - Municipal/Community;3 - Municipal/Community;2;;2;NO;2 - Food Stands;Food Service;ACTIVE;FOOD;35.9677898, -78.9417974
60883;THE DURHAM FAMILY GROUP HOME WILKERSON AVENUE HOUS;837 WILKERSON AVENUE;;DURHAM;NC;27701;(919) 730-7405;;2008-06-02;;0;5 - Municipal/Community;3 - Municipal/Community;1;;0;N/A;43 - Residential Care;Residential Care;ACTIVE;N/A;35.9992967, -78.9173606
77024;A W NORTH CAROLINA;4112 OLD OXFORD RD.;;DURHAM;NC;27712;(919) 479-6400;;2009-12-14;;250;5 - Municipal/Community;3 - Municipal/Community;4;;4;NO;1 - Restaurant;Food Service;ACTIVE;FOOD;36.0917599, -78.8360872
69323;THE LEARNING EXPERIENCE;5020 HIGHWAY 55;;DURHAM;NC;27713;(919) 544-4104;;2009-05-06;;187;5 - Municipal/Community;3 - Municipal/Community;2;;0;N/A;42 - Child Care;Day Care;ACTIVE;N/A;35.895701, -78.8981032
59571;A NEW BEGINNING;3807 UNIVERSITY DRIVE;;DURHAM;NC;27707;(919) 490-1924;;2008-06-03;;35;5 - Municipal/Community;3 - Municipal/Community;2;;0;N/A;42 - Child Care;Day Care;ACTIVE;N/A;35.9662633, -78.9518334
86968;PAD THAI;2425 GUESS RD;;DURHAM;NC;27705;(919) 416-9009;;2011-07-12;;53;5 - Municipal/Community;3 - Municipal/Community;4;;4;NO;1 - Restaurant;Food Service;ACTIVE;FOOD;36.0266083, -78.9228698
56380;SUBWAY;5300 N ROXBORO RD;;DURHAM;NC;27712;(919) 477-5389;;1998-08-21;;36;5 - Municipal/Community;3 - Municipal/Community;2;Fast Food Restaurant;2;NO;1 - Restaurant;Food Service;ACTIVE;FOOD;36.0777866, -78.9095694
60912;SEASONS AT SOUTHPOINT IFS;1002 HWY 54;;DURHAM;NC;27713;(919) 484-8518;;2008-07-02;;0;5 - Municipal/Community;3 - Municipal/Community;4;Nursing Home;4;NO;16 - Institutional Food Service;Food Service;ACTIVE;FOOD;35.9056238, -78.9200354
61804;OUR DAILY LIVING;102 E. MURRAY AVENUE;;DURHAM;NC;27704;(919) 493-0637;;2008-07-31;;3;5 - Municipal/Community;3 - Municipal/Community;1;;0;N/A;43 - Residential Care;Residential Care;ACTIVE;N/A;36.02863, -78.892908
100320;CREATIVE SUMMER CAMP;800 N MANGUM ST.;;DURHAM;NC;27707;;;2012-06-25;;;5 - Municipal/Community;3 - Municipal/Community;1;;0;N/A;72 - Summer Feeding Program;Summer Food;ACTIVE;N/A;36.0016367, -78.8952686
57656;KROGER R 332 PRODUCE;3457 HILLSBOROUGH ROAD;;DURHAM;NC;27705;(919) 383-2249;;2001-10-29;;0;5 - Municipal/Community;3 - Municipal/Community;2;Produce Department and Salad Bar;2;NO;2 - Food Stands;Food Service;ACTIVE;FOOD;36.0188024, -78.9485396
58490;THE LEARNING CIRCLE;1231 TRALEA;;DURHAM;NC;27707;(919) 687-7708;;1995-02-07;;0;5 - Municipal/Community;3 - Municipal/Community;2;;0;N/A;42 - Child Care;Day Care;ACTIVE;N/A;35.9536022, -78.9088925
56748;PHILLY STEAK FACTORY;5410 NEW HOPE COMMONS DRIVE;;DURHAM;NC;27707;(919) 493-8545;;1995-11-28;;28;5 - Municipal/Community;3 - Municipal/Community;3;Fast Food Restaurant;3;NO;1 - Restaurant;Food Service;ACTIVE;FOOD;35.9546526, -78.9960043
75190;ELSIE-DORIS FAMILY CARE HOME 2;1009 SOUTH ALSTON AVE.;;DURHAM;NC;27713;(919) 399-1721;;2009-09-15;;;5 - Municipal/Community;3 - Municipal/Community;1;;0;N/A;43 - Residential Care;Residential Care;ACTIVE;N/A;35.9771659, -78.892286
82942;EARLY EXPLORERS - HIGHGATE;5117 HIGHGATE DR.;;DURHAM;NC;27713;;;2010-06-21;;;5 - Municipal/Community;3 - Municipal/Community;1;;0;N/A;72 - Summer Feeding Program;Summer Food;ACTIVE;N/A;35.9114693, -78.9452338
97942;DUKE MEDICAL CENTER;20 DUKE MEDICINE CIRCLE;;DURHAM;NC;27715;(888) 257-3853;;2012-01-23;;64;5 - Municipal/Community;3 - Municipal/Community;2;Full-Service Restaurant;2;NO;1 - Restaurant;Food Service;ACTIVE;FOOD;36.0049038, -78.936454
114206;CHIPOTLE MEXICAN GRILL;6910 FAYETTEVILLE RD SUITE 187;;DURHAM;NC;27713;(919) 627-9249;11-10;2012-11-06;;75;5 - Municipal/Community;3 - Municipal/Community;4;;4;NO;1 - Restaurant;Food Service;ACTIVE;FOOD;35.9034513, -78.9431065
116212;LEGACY CHILD ENRICHMENT CENTER;2601 HILLSBOROUGH ST.;;DURHAM;NC;27705;(919) 286-4698;;2013-02-20;;138;5 - Municipal/Community;3 - Municipal/Community;2;;0;N/A;42 - Child Care;Day Care;ACTIVE;N/A;36.010762, -78.9289481
58775;ROGERS HERR MIDDLE SCHOOL;911 W CORNWALLIS;;DURHAM;NC;27707;(919) 560-3970;;1994-09-22;;0;5 - Municipal/Community;3 - Municipal/Community;1;;0;N/A;44 - School Building;School Buildings;ACTIVE;N/A;35.972583, -78.934848
58768;NORTHERN HIGH SCHOOL;117 TOM WILKINSON RD;;DURHAM;NC;27712;(919) 560-3956;;1995-08-16;;0;5 - Municipal/Community;3 - Municipal/Community;1;;0;N/A;44 - School Building;School Buildings;ACTIVE;N/A;36.0938209, -78.9118029
59049;MAGNOLIA POINTE APTS;4801 DANUBE LANE;;DURHAM;NC;27704;(919) 477-1024;;2007-06-19;;0;5 - Municipal/Community;3 - Municipal/Community;1;;0;N/A;50 - Seasonal Swimming Pool;Swimming Pools;ACTIVE;N/A;36.057642, -78.8900068
106738;MAMA'S HOT CHICKEN;900 W MAIN ST ALIVIA'S;;DURHAM;NC;27701;(919) 323-9172;;2012-09-05;;;5 - Municipal/Community;3 - Municipal/Community;2;Fast Food Restaurant;2;NO;3 - Mobile Food;Mobile Food;ACTIVE;FOOD;36.0002909, -78.9092031
58023;MCDONALDS;BRYAN STUDENT CENTER;DUKE W CAMPUS;DURHAM;NC;27708;;;2000-02-02;;51;5 - Municipal/Community;3 - Municipal/Community;2;Fast Food Restaurant;2;N/A;6 - Edu. Food Service;Food Service;ACTIVE;FOOD;35.9987976, -78.9477174
58880;CROASDAILE APTS  1;1829 FRONT STREET;;DURHAM;NC;27705;;;1994-09-08;;0;5 - Municipal/Community;3 - Municipal/Community;1;;0;N/A;50 - Seasonal Swimming Pool;Swimming Pools;ACTIVE;N/A;36.0301675, -78.9377781
58237;HAMPTON INN AND SUITES CHAPEL HILL;6121 FARRINGTON RD;;CHAPEL HILL;NC;27514;(919) 403-8300;;1999-11-02;;0;5 - Municipal/Community;3 - Municipal/Community;1;;0;N/A;20 - Lodging;Lodging;ACTIVE;LODGING;35.9101681, -78.9823655
58183;SHERATON IMPERIAL HOTEL;4700 EMPEROR DRIVE;;RTP;NC;27703;(919) 941-5156;;1990-07-01;;0;5 - Municipal/Community;3 - Municipal/Community;1;;0;N/A;20 - Lodging;Lodging;ACTIVE;LODGING;35.8779479, -78.8384012
56992;SUPER TARGET FOOD AVENUE 2069;8210 RENAISSANCE PARKWAY;;DURHAM;NC;27713;(919) 490-1326;;2005-10-20;;47;5 - Municipal/Community;3 - Municipal/Community;2;Fast Food Restaurant;2;N/A;1 - Restaurant;Food Service;ACTIVE;FOOD;35.9026718, -78.956667
56243;SUBWAY, COFFEE WORLD, ICE CREAM;3799 GUESS RD;;DURHAM;NC;27705;(919) 477-8558;;1996-12-16;;50;5 - Municipal/Community;3 - Municipal/Community;2;Fast Food Restaurant;2;N/A;1 - Restaurant;Food Service;ACTIVE;FOOD;36.0569716, -78.929833
88760;SUBWAY;8128 RENAISSANCE PKWY SUITE 113;;DURHAM;NC;27713;(919) 572-0902;Mon - Fri 7am-10pm, Sat & Sun 8am-10pm;2011-11-30;;48;5 - Municipal/Community;3 - Municipal/Community;2;Full-Service Restaurant;2;N/A;1 - Restaurant;Food Service;ACTIVE;FOOD;35.9033376, -78.9527982
97735;TOP'S CHINA;5324 NEW HOPE COMMONS DR. STE 301;;DURHAM;NC;27707;(919) 401-8406;;2012-01-03;;20;5 - Municipal/Community;3 - Municipal/Community;4;Fast Food Restaurant;4;NO;1 - Restaurant;Food Service;ACTIVE;FOOD;35.9550444, -78.9940951
97777;LAKEWOOD MONTESSORI SCHOOL LUNCHROOM;2119 CHAPEL HILL RD;;DURHAM;NC;27707;(919) 560-2894;;2011-12-22;;;5 - Municipal/Community;3 - Municipal/Community;4;Full-Service Restaurant;4;NO;11 - Public School Lunch;Food Service;ACTIVE;FOOD;35.9846983, -78.9285288
105961;LUCAS MIDDLE SCHOOL LUNCHROOM;923 SNOW HILL RD;;DURHAM;NC;27712;(919) 560-3843;;2012-08-23;;;5 - Municipal/Community;3 - Municipal/Community;3;Full-Service Restaurant;3;NO;11 - Public School Lunch;Food Service;ACTIVE;FOOD;36.109108, -78.886559
106789;NC START CENTRAL RESPITE HOME EASTER SEALS UCP;3817 CHEEK ROAD;;DURHAM;NC;27704;(919) 797-1602;;2012-10-01;;4;6 - On-Site Supply;4 - On-Site System;1;;0;N/A;43 - Residential Care;Residential Care;ACTIVE;N/A;36.0228449, -78.812372
106886;SAVE-A-LOT MEAT MARKET;812 LIBERTY ST;;DURHAM;NC;27701;(919) 530-8596;Mon-Sat 9-9, Sun 10-6;2012-09-25;;;5 - Municipal/Community;3 - Municipal/Community;3;Meat and Poultry Department;3;NO;30 - Meat Market;Food Service;ACTIVE;FOOD;35.9921766, -78.8865842
116208;FAYETTEVILLE STCOMM LIVING HOME @ N MAPLE;111 N MAPLE ST;;DURHAM;NC;27701;(919) 519-0016;;2013-02-20;;5;5 - Municipal/Community;3 - Municipal/Community;1;;0;N/A;43 - Residential Care;Residential Care;ACTIVE;N/A;35.986175, -78.88087
116751;OLE NC BAR B QUE;3600 N DUKE ST;;DURHAM;NC;27704;(919) 471-1400;;2013-04-04;;24;5 - Municipal/Community;3 - Municipal/Community;4;;4;N/A;1 - Restaurant;Food Service;ACTIVE;FOOD;36.0495727, -78.9046188
122016;FOREST GLEN APTS;100 LYNN FOREST DRIVE;;DURHAM;NC;27713;(919) 564-1426;;2013-06-10;;;5 - Municipal/Community;3 - Municipal/Community;1;;0;NO;72 - Summer Feeding Program;Summer Food;ACTIVE;N/A;35.9367081, -78.9001796
146560;MCALISTER'S DELI;5318 NEW HOPE COMMONS DRIVE;;DURHAM;NC;27707;(919) 419-9083;;2013-08-05;;112;5 - Municipal/Community;3 - Municipal/Community;4;Full-Service Restaurant;4;NO;1 - Restaurant;Food Service;ACTIVE;FOOD;35.9542718, -78.9947227
147749;TAQUERIA JALISCO;3808 GUESS RD SUITE 1;;DURHAM;NC;27703;(919) 358-7824;;2013-09-24;;;5 - Municipal/Community;3 - Municipal/Community;2;Fast Food Restaurant;2;N/A;3 - Mobile Food;Mobile Food;ACTIVE;FOOD;36.0586094, -78.9279599
151378;FAIRFIELD INN & SUITES BY MARRIOTT  SOUTHPOINT;7807 LEONARDO DR;;DURHAM;NC;27713;(919) 806-2800;;2013-10-30;;98;5 - Municipal/Community;3 - Municipal/Community;1;;0;N/A;20 - Lodging;Lodging;ACTIVE;LODGING;35.9019938, -78.9591429
151585;MAX'S PLACE;1802 ATTERBURY LANE;;DURHAM;NC;27712;(919) 697-7340;;2013-11-12;;4;5 - Municipal/Community;3 - Municipal/Community;1;;0;NO;43 - Residential Care;Residential Care;ACTIVE;N/A;36.079737, -78.93511
152707;TUTORIAL AND 1/2  CHRISTIAN SCHOOL;3026 WAKE FOREST HWY;;DURHAM;NC;27703;(919) 596-8612;M-F;2014-02-17;;;5 - Municipal/Community;3 - Municipal/Community;1;Elementary School;0;NO;44 - School Building;School Buildings;ACTIVE;N/A;35.9846415, -78.834742
153094;HARVEST 18;8128 RENAISSANCE PARKWAY SUITE 114;;DURHAM;NC;27713;(919) 274-3216;;2014-03-05;;100;5 - Municipal/Community;3 - Municipal/Community;4;Full-Service Restaurant;4;N/A;1 - Restaurant;Food Service;ACTIVE;FOOD;35.9033376, -78.9527982
154093;GLOBAL SCHOLARS ACADEMY;311 DOWD STREET;;DURHAM;NC;27703;(919) 323-5004;;2014-04-29;;100;5 - Municipal/Community;3 - Municipal/Community;4;Elementary School;4;N/A;11 - Public School Lunch;Food Service;ACTIVE;FOOD;36.0003336, -78.8929846
154895;GOCCIOLINA;3314 GUESS ROAD SUITE A;;DURHAM;NC;27705;(919) 973-4089;;2014-05-29;;50;5 - Municipal/Community;3 - Municipal/Community;4;Full-Service Restaurant;4;N/A;1 - Restaurant;Food Service;ACTIVE;FOOD;36.0388823, -78.9289513
155163;DURHAM BULLS ATHLETIC PARK;409 BLACKWELL ST;;DURHAM;NC;27701;(919) 908-7377;;2014-04-02;;50;5 - Municipal/Community;3 - Municipal/Community;3;Full-Service Restaurant;3;NO;1 - Restaurant;Food Service;ACTIVE;FOOD;35.991585, -78.904016
155411;SOUTHERN HIGH SCHOOL;800 CLAYTON RD;;DURHAM;NC;27703;(919) 560-3968;;2014-06-16;;;5 - Municipal/Community;3 - Municipal/Community;1;;0;NO;72 - Summer Feeding Program;Summer Food;ACTIVE;N/A;36.0000791, -78.829234
159741;A POSITIVE SOLUTION;228 SOUTH BEND DR;;DURHAM;NC;27713;(336) 617-0256;;2014-09-08;;1;5 - Municipal/Community;3 - Municipal/Community;1;;0;N/A;43 - Residential Care;Residential Care;ACTIVE;N/A;35.887201, -78.941435
159965;EXTENDED STAY RTP HWY 55 # 9685;4515 HWY 55;;DURHAM;NC;27713;;;2014-09-16;;150;5 - Municipal/Community;3 - Municipal/Community;1;;0;N/A;20 - Lodging;Lodging;ACTIVE;LODGING;35.904571, -78.894122
160560;FAY STREET GROCERY AND GRILL;1302 FAY STREET;;DURHAM;NC;27701;(919) 491-0595;;2014-10-07;;;5 - Municipal/Community;3 - Municipal/Community;2;Fast Food Restaurant;2;N/A;2 - Food Stands;Food Service;ACTIVE;FOOD;35.9988293, -78.8804324
160954;ROLLING BISTRO;2945 S MIAMI BLVD STE 127;;DURHAM;NC;27703;(919) 274-1587;;2014-10-22;;;5 - Municipal/Community;3 - Municipal/Community;2;Fast Food Restaurant;2;N/A;3 - Mobile Food;Mobile Food;ACTIVE;FOOD;35.9243439, -78.8441197
161630;MONUTS;1002 NINTH STREET;;DURHAM;NC;27705;(919) 449-6786;;2014-12-02;;88;5 - Municipal/Community;3 - Municipal/Community;4;Full-Service Restaurant;4;N/A;1 - Restaurant;Food Service;ACTIVE;FOOD;36.0139156, -78.921526
161744;PUPUSERIA LA METAPANECA;2405 HOLLOWAY ST;;DURHAM;NC;27703;(919) 596-2763;;2014-12-15;;;5 - Municipal/Community;3 - Municipal/Community;4;Fast Food Restaurant;4;N/A;2 - Food Stands;Food Service;ACTIVE;FOOD;35.9907553, -78.8592243
161809;HERITAGE GRILL;5801 CHEEK ROAD;;DURHAM;NC;27704;(919) 939-3878;;2014-12-23;;15;6 - On-Site Supply;4 - On-Site System;4;;4;N/A;1 - Restaurant;Food Service;ACTIVE;FOOD;36.029912, -78.773355
59222;LOFTS AT LAKEVIEW  2;2016 ERWIN RD;;DURHAM;NC;27705;;;2006-07-19;;0;5 - Municipal/Community;3 - Municipal/Community;2;;0;N/A;53 - Year-Round Swimming Pool;Swimming Pools;ACTIVE;N/A;36.0069117, -78.9302884
59260;LAQUINTA INN SPA;4414 CHAPEL HILL BLVD;;DURHAM;NC;27707;;;1999-04-21;;0;5 - Municipal/Community;3 - Municipal/Community;2;;0;N/A;55 - Year-Round Spa;Swimming Pools;ACTIVE;N/A;35.9454822, -78.9724505
82915;C C SPAULDING;1531 S. ROXBORO ST;;DURHAM;NC;27707;(919) 560-3974;08:00 am-09:30 am 11:30 am-01:00 pm;2010-06-21;;;5 - Municipal/Community;3 - Municipal/Community;1;;0;N/A;72 - Summer Feeding Program;Summer Food;ACTIVE;N/A;35.9670479, -78.91649
101163;EASTWAY ELEMENTARY SCHOOL PRE K;610 ALSTON AVE;;DURHAM;NC;27701;(919) 560-3910;;2012-08-21;;;5 - Municipal/Community;3 - Municipal/Community;2;;0;NO;42 - Child Care;Day Care;ACTIVE;N/A;35.98077, -78.891519
100613;ARTISAN AT BRIGHTLEAF;2015 COPPERLEAF PARKWAY;;DURHAM;NC;27703;;;2012-05-31;;;5 - Municipal/Community;3 - Municipal/Community;2;;0;N/A;53 - Year-Round Swimming Pool;Swimming Pools;ACTIVE;N/A;35.9459131, -78.8232427
114540;EL CORRAL MEXICAN RESTAURANT INC;1821 HILLANDALE RD #8;;DURHAM;NC;27705;(919) 309-4543;;2012-12-14;;128;5 - Municipal/Community;3 - Municipal/Community;4;Full-Service Restaurant;4;NO;1 - Restaurant;Food Service;ACTIVE;FOOD;36.03167, -78.9365294
115836;VOANS SENIOR COMMUNITY CARE OF NC;4022 STIRRUP CREEK DR SUITE 315;;DURHAM;NC;27703;(919) 797-0902;;2012-11-14;;120;6 - On-Site Supply;3 - Municipal/Community;1;;0;N/A;48 - Adult Day Care;Adult Day Care;ACTIVE;N/A;35.9164586, -78.8434647
58336;FOOD LION MEAT MARKET 57;5279 N ROXBORO RD;;DURHAM;NC;27712;(919) 477-0438;;1994-08-22;;0;5 - Municipal/Community;3 - Municipal/Community;3;Meat and Poultry Department;3;NO;30 - Meat Market;Food Service;ACTIVE;FOOD;36.0765775, -78.9114595
58256;COMFORT INN;4507 NC HWY 55;;DURHAM;NC;27713;(919) 544-0288;;2005-10-07;;0;5 - Municipal/Community;3 - Municipal/Community;1;;0;N/A;20 - Lodging;Lodging;ACTIVE;LODGING;35.9076712, -78.8930131
58343;MOROLEON CARNICERIA/MEAT MARKET;1109 N MIAMI BLVD;;DURHAM;NC;27703;;;2001-08-17;;0;5 - Municipal/Community;3 - Municipal/Community;3;;3;N/A;30 - Meat Market;Food Service;ACTIVE;FOOD;35.9940949, -78.8711607
55761;YAMAZUSHI;4711 HOPE VALLEY RD SUITE 6A;;DURHAM;NC;27707;(919) 493-7748;;1990-07-01;;50;5 - Municipal/Community;3 - Municipal/Community;4;Full-Service Restaurant;4;NO;1 - Restaurant;Food Service;ACTIVE;FOOD;35.9207272, -78.9573299
56936;CAPTAIN D'S;4300 N ROXBORO RD;;DURHAM;NC;27704;(919) 477-0402;;2005-03-08;;74;5 - Municipal/Community;3 - Municipal/Community;2;Fast Food Restaurant;2;NO;1 - Restaurant;Food Service;ACTIVE;FOOD;36.0553803, -78.9033564
58898;DUNBARTON CR AT ALPINE ROAD;3279 HOPE VALLEY RD0;;DURHAM;NC;27707;;;1994-07-21;;0;5 - Municipal/Community;3 - Municipal/Community;1;;0;N/A;50 - Seasonal Swimming Pool;Swimming Pools;ACTIVE;N/A;35.9214614, -78.9557904
58905;FAIRFIELD COMM ASSOC;7611 ROSEMONT PKWY;;DURHAM;NC;27713;;;1994-07-26;;0;5 - Municipal/Community;3 - Municipal/Community;1;;0;N/A;50 - Seasonal Swimming Pool;Swimming Pools;ACTIVE;N/A;35.885225, -78.926999
59047;CARDINAL LAKE;1401 WHISPERING OAK LANE;;DURHAM;NC;27704;;;2007-09-26;;0;5 - Municipal/Community;3 - Municipal/Community;1;;0;N/A;50 - Seasonal Swimming Pool;Swimming Pools;ACTIVE;N/A;36.016523, -78.80884
59048;SWANNS MILL;4605 SWANNS MILL DR;;DURHAM;NC;27704;;;2006-08-02;;0;5 - Municipal/Community;3 - Municipal/Community;1;;0;N/A;50 - Seasonal Swimming Pool;Swimming Pools;ACTIVE;N/A;36.061262, -78.873214
165204;80 FRESH;1101 W CHAPEL HILL ST;;DURHAM;NC;27701;(919) 538-0951;;2015-04-28;;;5 - Municipal/Community;3 - Municipal/Community;2;Fast Food Restaurant;2;N/A;2 - Food Stands;Food Service;ACTIVE;FOOD;35.9965963, -78.9158568
166853;THE DURHAM;315 E CHAPEL HILL STREET;;DURHAM;NC;27701;(919) 768-8830;;2015-07-08;;110;5 - Municipal/Community;3 - Municipal/Community;4;;4;N/A;1 - Restaurant;Food Service;ACTIVE;FOOD;35.9971857, -78.900891
166919;PROUD DURHAM;2312 S. ALSTON AVE.;;DURAHM;NC;27707;;;2015-07-13;;;5 - Municipal/Community;3 - Municipal/Community;1;;0;N/A;72 - Summer Feeding Program;Summer Food;ACTIVE;N/A;35.958223, -78.8842576
167182;IGLESIA EMANUEL;2804 N. ROXBORO;;DURAHM;NC;27704;;;2015-07-13;;;5 - Municipal/Community;3 - Municipal/Community;1;;0;N/A;72 - Summer Feeding Program;Summer Food;ACTIVE;N/A;36.0272262, -78.8898333
58667;GINGERBREAD CHILD DEV CTR;3224 DEARBORN DR;;DURHAM;NC;27704;(919) 220-2696;;2004-06-15;;0;5 - Municipal/Community;3 - Municipal/Community;2;;0;N/A;42 - Child Care;Day Care;ACTIVE;N/A;36.0378218, -78.8736088
58064;SCHOOL FOR CREATIVE STUDIES JR HIGH SLR;6819 RED MILL ROAD;;DURHAM;NC;27704;(919) 560-3535;;1991-09-11;;0;5 - Municipal/Community;3 - Municipal/Community;3;Elementary School;3;NO;11 - Public School Lunch;Food Service;ACTIVE;FOOD;36.0728241, -78.8210112
58257;HOLIDAY INN EXPRESS  RTP;4912 S MIAMI BLVD;;DURHAM;NC;27703;(919) 474-9800;;2006-01-04;;0;5 - Municipal/Community;3 - Municipal/Community;1;;0;N/A;20 - Lodging;Lodging;ACTIVE;LODGING;35.8866407, -78.8497325
58267;OLD NORTH DURHAM INN;922 N. MANGUM STREET;;DURHAM;NC;27701;;;1990-07-01;;0;5 - Municipal/Community;3 - Municipal/Community;1;;0;N/A;21 - Bed & Breakfast Home;Bed&Breakfast Home;ACTIVE;LODGING;36.0051889, -78.8939829
58750;FAYETTEVILLE ST SCHOOL;2905 FAYETTTEVILLE;;DURHAM;NC;27707;(919) 560-3490;;1995-05-02;;0;5 - Municipal/Community;3 - Municipal/Community;1;Elementary School;0;N/A;44 - School Building;School Buildings;ACTIVE;N/A;35.9644701, -78.9055786
58755;HILLSIDE HIGH;3727 FAYETTEVILLE ST;;DURHAM;NC;27707;(919) 560-3925;;1995-05-31;;0;5 - Municipal/Community;3 - Municipal/Community;1;;0;N/A;44 - School Building;School Buildings;ACTIVE;N/A;35.9532104, -78.9035419
58701;HOPE VALLEY SAC CLUB;3005 DIXON RD;;DURHAM;NC;27707;(919) 560-3980;;2005-08-01;;0;5 - Municipal/Community;3 - Municipal/Community;2;;0;N/A;42 - Child Care;Day Care;ACTIVE;N/A;35.9670939, -78.9398339
58716;MOREHEAD MONTESSOURI SAC CLUB;909 COBB ST;;DURHAM;NC;27707;;;2006-08-02;;0;5 - Municipal/Community;3 - Municipal/Community;2;;0;N/A;42 - Child Care;Day Care;ACTIVE;N/A;35.988199, -78.913759
56496;MCDONALD S #3573;4301 N  ROXBORO ROAD;;DURHAM;NC;27704;(919) 598-8990;;1990-07-01;;98;5 - Municipal/Community;3 - Municipal/Community;2;Fast Food Restaurant;2;NO;1 - Restaurant;Food Service;ACTIVE;FOOD;36.0563119, -78.9033258
56804;SUBWAY;2405 CHAPEL HILL BLVD;;DURHAM;NC;27707;(919) 493-3152;;2003-10-06;;32;5 - Municipal/Community;3 - Municipal/Community;2;Full-Service Restaurant;2;N/A;1 - Restaurant;Food Service;ACTIVE;FOOD;35.9746863, -78.9245571
59169;SUMMIT HILL APTS  PHASE II;6123 FARRINGTON ROAD;;CHAPEL HILL;NC;27514;;;1998-03-12;;0;5 - Municipal/Community;3 - Municipal/Community;2;;0;N/A;53 - Year-Round Swimming Pool;Swimming Pools;ACTIVE;N/A;35.9079829, -78.980725
84666;ASHTON HALL - WADING;15 PALMETTO CIRCLE;;DURHAM;NC;27703;;;2010-08-06;;;5 - Municipal/Community;3 - Municipal/Community;1;;0;N/A;51 - Seasonal Wading Pool;Swimming Pools;ACTIVE;N/A;35.955189, -78.830186
87074;YE SMITH;2410 E MAIN ST;;DURHAM;NC;27703;(919) 560-3900;;2011-06-21;;;5 - Municipal/Community;3 - Municipal/Community;1;;0;N/A;72 - Summer Feeding Program;Summer Food;ACTIVE;N/A;35.9855544, -78.8725907
87485;KOKYU BBQ;4823 MEADOW DR SUITE 108;;DURHAM;NC;27708;(919) 539-4223;;2011-08-23;;;5 - Municipal/Community;3 - Municipal/Community;2;Fast Food Restaurant;2;NO;3 - Mobile Food;Mobile Food;ACTIVE;FOOD;35.898608, -78.894478
88444;SPICY GREEN GOURMET;2945 S MIAMI BLVD #126;;DURHAM;NC;27703;(919) 416-0958;MON-FRI 11 AM TO 2 PM;2011-10-26;;50;5 - Municipal/Community;3 - Municipal/Community;4;Full-Service Restaurant;4;NO;1 - Restaurant;Food Service;ACTIVE;FOOD;35.9243439, -78.8441197
97903;SPROUT CAFE;433 MURRAY AVE;;DURHAM;NC;27704;(919) 220-5429;;2012-01-18;;60;5 - Municipal/Community;3 - Municipal/Community;4;Full-Service Restaurant;4;NO;1 - Restaurant;Food Service;ACTIVE;FOOD;36.0300649, -78.8973943
56929;PERKY'S PIZZA;3422 RED MILL ROAD;;DURHAM;NC;27704;(919) 688-8782;;2005-01-26;;18;5 - Municipal/Community;3 - Municipal/Community;2;Fast Food Restaurant;2;NO;1 - Restaurant;Food Service;ACTIVE;FOOD;36.0451615, -78.814445
56985;BISCUITVILLE;1806 HOLLOWAY ST;;DURHAM;NC;27703;(919) 682-3658;;2005-10-07;;60;5 - Municipal/Community;3 - Municipal/Community;2;Fast Food Restaurant;2;N/A;1 - Restaurant;Food Service;ACTIVE;FOOD;35.9924426, -78.8704333
57005;BIO MERIEUX;100 RODOLPHE ST;;DURHAM;NC;27712;(919) 620-2679;;2006-02-02;;225;5 - Municipal/Community;3 - Municipal/Community;4;;4;NO;1 - Restaurant;Food Service;ACTIVE;FOOD;36.0984257, -78.8264275
56669;VIN ROUGE BISTRO;2010 HILLSBOROUGH ROAD;;DURHAM;NC;27705;(919) 416-0466;;2002-03-20;;65;5 - Municipal/Community;3 - Municipal/Community;4;Full-Service Restaurant;4;N/A;1 - Restaurant;Food Service;ACTIVE;FOOD;36.0100393, -78.922176
56864;TEXAS ROADHOUSE;1809 NORTH POINT DR;;DURHAM;NC;27705;(919) 471-8738;;2004-05-19;;239;5 - Municipal/Community;3 - Municipal/Community;4;Full-Service Restaurant;4;N/A;1 - Restaurant;Food Service;ACTIVE;FOOD;36.0292831, -78.922788
56994;THAI CHINA BUFFET;4900 HWY 55;SUITE 200;DURHAM;NC;27713;(919) 361-8881;;2006-01-06;;100;5 - Municipal/Community;3 - Municipal/Community;4;Full-Service Restaurant;4;N/A;1 - Restaurant;Food Service;ACTIVE;FOOD;35.8992247, -78.8985816
156241;RED LOBSTER #0210;4416 CHAPEL HILL BLVD;;DURHAM;NC;27707;(919) 493-3566;;2014-07-30;;208;5 - Municipal/Community;3 - Municipal/Community;4;Full-Service Restaurant;4;N/A;1 - Restaurant;Food Service;ACTIVE;FOOD;35.9454635, -78.9724816
